,comment,num_likes
194,준정부는 감성 파리와 이간질로 아프간 난민 받을 준비가 되어 있는 모양인데 너희 정부에서 난민 받으려면 전라도나 새만금 빈터에 받고 그 자리 기념하여 공원화하고 추모하고 그래라 그리고 난민 받는 이유가 뭔데 너희하고 이념과 싹수가 같은 탈레반이고 여기는 문에 반인데,3
195,환대 같은 소리,5
196,제2중대 정의당이 저러니 더 민당이 옹호한다는 거군요,0
197,땅덩어리 넓은 미국 놔두고 왜 우리나라에,8
198,정우성 진중권 집에서 셰어하우스 하면 되겠네 애초에 소수의 의견을 가지고 vs라 대결구도를 붙이는 것 자체가 어이없네,4
199,정우성 집 넓은데 20명만 데리고 있어라 ,1
200,환영합니다 난민을 받읍시다,0
201,이참에 개독도 전부 쫓아내자 이슬람과 동급이다,4
202,종교 가치관 문제만 잘되면 모르겠지만 ,1
203,종교 고집만 안 하면 고려할 수도 대신 나중에라도 종교행사를 강행한다면 강제추방이 답,4
204,정우성 집에 100명 입소가능 ,4
205,근데 사진 속에 사람들 왜 마스크 한 명도 안 쓰고 있지,2
206,반대합니다 반 이슬람 애들 같이 들어올 수 있음,7
207,미국으로 데리고 가라 남에 나라에 너희들이 뭔데 데려오고 말고 하냐,10
208,미군 기지에 보내는 게 어때서 그 밖으로 한 발짝도 못 나오게 하면 되지,0
209,난 싫은데 무려 이슬람인이야 보통의 평범한 사람이 아니라고 우리나라 거리에서 하얀색 치마인지 뭔지 상의부터 내려오는 하얀 옷을 보는 것도 싫고 히잡을 쓴 여인들도 보기 싫어,11
210,청년 정의 당도 당비가 꽤 있는가 보이네요 군자금으로 돌리고 청년 정의 당 당원 난민과 같이 남녀 구분 말고 아프가니스탄에 파병해야 합니다 그곳에서 정의를 이룩해야 합니다,0
211,내 앞가림이나 잘하자ᆢ넓은 땅 가진 국가들 많잖아 너네가 받아주지 ᆢ좁아터지는 작은 나라 무시할 땐 언제고ᆢ,3
212,위험에서 오는 사람들 받아주는 게 당연하지 않나 너네는 언제까지 잘 살 거 같냐,3
213,인근 나라들은 이유 붙여 난색 표현하던데,1
214,우리가 왜 덕 보았던 제국주의 국가가 책임지라고,8
215,솔직히 개신교는 배타적이지 않나 이슬람교나 개신교나 도긴개긴,2
216,개종하지 않는 한 받아들이면 안 된다 이슬람은 테러범죄자들이 너무 많다 ,7
217,불쌍하긴 하지만 지금은 아닌 거 같네요 종교 문제도 있고 코로나가 2천 명이 왔다 갔다 하는데 티브이 보니까 저 사람들 마스크도 아예 안 끼던데 불쌍하긴 해도 우리 자국민 안전이 우선 아닐까요 우리가 누굴 도와줄 입장은 아닌 거 같은데 아직은 ,15
218,계산적으로 나오는 놈에게 정으로 대해서 차라리 호구가 되라고 가르침을 받았진 않았다 ,0
219,우리나라도 곧 저렇게 될지 모르는데 받아야지,0
220,유럽이 난민 받아줬다 어떻게 됐다 프랑스 언론인이 마호메트 조롱했다 참수 당했는데 어디 제대로 얘기도 못한다 독일은 축제 때 자국 여성이 난민에게 집단 강간당했는데 용의자 특정조차 어려웠다 우리나라 속담에 이런 명언이 있다 물에 빠진 놈 구해줬더니 보따리 내놓으라 한다 딱 무슬림 난민 얘기다 ,17
221,이랄 때는 조용해지는 태극기 부대,3
222,조만간 이슬람교도 들도 생기기 시작하겠네 정말 미친 거 아니냐,5
223,진중권 씨 좋아요 자신의 집에 들이세요 저는 적극 반대 우리 의지로 행한 것과 강압과 이해관계로 떠밀려 하는 건 백 프로 다른 것입니다,2
224,문뷰웅이 받을 듯,1
225,종교를 포기한다면 받을 수도 있지만 그들이 절대 종교를 포기하지 않을 테니 종교를 포기한다면 받는다 해라 ,2
226,개신교도 머리 아픈데 이슬람까지 오면 종교전쟁 난다,1
227,다른 난민이면 모를까 이슬람 난민은 안 받는 게 낫다 아니면 개 슬럼 인증 테스트 이딴 거 하고 통과한 사람만 들어오는 거루 하자 ,0
228,만약 일시적으로 받으면 총검술 유격 행군 사격 죽어라 가르쳐서 다시 보내시오,1
229,무능하니 미국이 별 희한한 짓까지 하려고 하네 문재원 정부 난민 받기만 해봐라,5
230,울 회사에 용역업체에서 들어와서 일하는 난민 비자 외국인들 많은데 걔네들 마인드 보면 난민 수용 반대다 난민으로 받아줄 필요성 전혀 못 느낀다 법을 악용하는 난민들 다시 다 자기들 나라로 ,6
231,반대다 미국의 미국기지가 한국에 있다는 이유만으로 주도적이지 않은 아프가니스탄 난민 수용은 아니다 물론 국격과 세계적 위상을 볼 때는 수용할 위치일 수 있으나 시기 상조다 국가적 실익을 따져봐야 한다 이건 자선단체가 온정을 베푸는 것과는 질이 다른 얘기다 특히나 모든 것을 한국 주도로 하지 않는 미국의 권유라면 받아들일 수 없다,2
232,난민 수용 절대 반대합니다 ,5
233,서로에 대한 책임 같은 개 벌한 잡소리 처하고 있네 ,0
234,우리 같이 조그만 나라에 난민을 받으라니 이슬람이라는 종교를 무시할 순 없다 땅 넓은 미국에서 받아라,4
235,난민을 수용해서 어떻게 하자는 말이냐 결국은 우리나라에 풀어놓을 것인데 좁은 땅에서 갈등만 일으킬 것이다 미국 땅 넓으니 그쪽으로 데려가라,0
236, 진중권의 저 잔머리 절대 발생할 수 없는 일에서 용감하게 명분을 앞세우는 저러다 언젠가 피똥 쌀 때가 올 것,1
237,이 나라 주인은 국민이라며 국민한테 물어봤니 ,7
238,너네들이 저 꼴 낫을 때 생각하라,1
239,코로나 잡으려면 받지 마라 다잡고 나서 받아야 한다,0
240,좌빨들 집에 최소 5명씩 거두어서 묵여 살려라 ,0
241,그래서 중권이 형 몇 명 신청해야지 들어올 거 아냐,0
242,미국 철수하면 되지 왜 같이 대리고 철수하지 그리고 왜 각국에 분산 시 겨 훗날에 어찌하려고 그리고 철수하면서 메카 향하면서 똥구멍 쳐들고 왜 기도는 안 하지 히브짝 하늘로 향해 기도하려니 훻름한 바지 입는군 ,0
243,중권이 집에 20명쯤 보내라 국민들이 반대할 수도 있지 그걸 가정교육을 못 받았다느니 비난하냐 우리나라는 아직까지 공권력도 너무 약하고 강력범죄에 대한 법안도 너무 약한데 난민들 받는 거 두려워하는 게 뭐가 문제지 지금도 불제자 문제 등 문제가 만연한데 신중히 판단할 문제다 ,5
244,난민 받지 말고 파병하자 남녀노소 군사훈련시키고 같이 탈레반과 싸워 이겨 영토 회복 후 아프가니스탄 지원 돈도 없죠 군사훈련은 잘 시킬 수 있을 것 같음 유엔군 다시 파병하던지 해야지 저 바보 같은 바이든 이상해,0
245,문재인이 착한척하며 또 수용하겠다고 할지도 모른다 그리고 국민에겐 또 거짓말하겠지 난민을 수용하기엔 우리나라 땅이 너무 좁다 땅 넓은 미국이 책임 지시라,2
246,자기 나라 살릴 생각을 해야지 도망가려고 하는 건 나라를 버릴 정도면 종교도 버릴 수 있느냐 ,6
247,난민 받지 마 우리도 살기 힘들어 시밤 ,4
248,정보 주한미군부지 기지는 미국 영토다,0
249,프랑스 교사 잔인하게 참수한 것들이 누구임 ,1
250,우리나라가 난민을 받을 만큼 시민의식이 성숙되지도 않았고 난민보호하는 행정처리 능력도 안될 거 같고,1
251,난민 수용은 세심하게 검토해야 한다 저 나라가 어떤 나라인가 알렉산더도 칭기즈칸도 점령하지 못하고 구소련도 무너졌고 911테러 이후 빈 라덴 잡겠다고 10년을 보냈고 결국 철수했다 괜히 미친개 건드려봤자 우리만 손해이니 향후 탈레반 정권 동향을 보면서 해결하는 게 나을성싶은데 ,3
252,호전 호전은 한국 개 독도 세계 탑 3엔들 듯,0
253,찬성하는 애들은 아직 배고픔을 당해보지 못한 애들이구나 그래 너네 집에만 들여놔라 열린 입이라고 함부로 쓰지 마라 ㆍ 저 그러하면 서울역 노숙자부터 데려와 함께 살 거라,5
254,진중권 꼭 본인 집에 하도록 해라,12
255,평택으로 갈듯 ,0
256,911테러 생각쯤 하지,1
257,땅이 넓은 나라면 난민 받아서 그들 자치구처럼 관리 가능하지만 한국 같은 좁은 나라에서는 경제적으로 충분하다 해도 난민 받으면 문제 심각하게 발생한다 난민 기금 어느 정도 내는 게 맞다 ,2
258,미국의 오지랖 중국이 땅덩어리가 크니까 중국에서 받으라고 하지 ,2
259,이슬람 금지하자 ,2
260,환대하는 인간들은 자기 집으로 모셔라 1도 안 할 것들이,1
261,중국 땅도 넓은데 그리로 보내죠,3
262,나는 가정교육 못 받은 놈으로 살란다 찐쭝궈네 집에서 다 같이 살면 되겠네,1
263,왜 우리 땅을 너네 맘대로 오게 하냐 우리나라 인구 대비 땅이 작아 미국 너네가 땅 더 크잖아,3
264,무슬림만 아니면 입국 가능,2
265,그렇게 대한민국은 조선족 동남아 무슬림의 짬뽕 국가가 되는데,2
266,자국민들이나 지켜라 여기저기 다 받고 다 퍼주고 정작 자국민들은 ,2
267,진중권이 얘는 자기 집 난민한테 내주면 되지 반대하는 사람을 왜 비난하는 거야 반대 측도 다 이유가 있어 반대하는 거 뻔히 알면서 나는 네 가정교육이 의심스러워 너 자신 인간성에 대해서는 시간을 갖고 골똘히 한번 생각해봐라 ,6
268,땅 넓은 곳 많은데 왜 이 좁은 나라로 보내십니까 도와줘야 되는 건 맞지만 그들을 보호할 수 있고 그들만이 모여 살 수 있는 곳을 만들어줄 수 있는 나라로 보내시길 ,11
269,이슬람인들은 아니라고 봐,1
270,미군 기지는 미군에게 임차를 해준 건데 결정권은 미군이 쥐고 있는 거 아니면 물어보고 할 일은 아닌 거 같은데 무슬림이 싫어도 당장 날아오는 총칼을 피하는 거까지 반대하면은 ,1
271,미국 놈들이 정신이 나갔나요 주한 미국 기지에 아프간 탈레반들 데려와서 슬그머니 한국에 떠넘기려고 하고 있다 우리 국민들 아프간 난민 수용 절대 반대한다 수용하려거든 수용 허락한 놈 집에 모두 보내라 수천 명이 한꺼번에 한국에 들어오면 경제 치안은 물론 안 그래도 코로나 때문에 살기 힘든데 수백억 수천억 원 난민 비용 누가 부담할래 결국 우리 국민들 혈세 세금으로 충당해야 한다 미국 놈들이 데려왔으니 미국 양키들이 책임져야 한다 국내 불법체류자 등 난민 신청자도 수십만 명인데는 데 또다시 분쟁지역 그것도 아프간 난민을 수용 절대 불가,4
272,난민들이라고 보면 불쌍하지만 자강 능력을 갖지 못하고 희희낙락 즐기다가 쫓겨나고 도망 나온 인간들 다시 자기 나라로 돌려보내야 합니다 미국이 자유를 위해 그렇게 많은 미군을 희생하면서 도우려 했건만 나태해질 대로 나태해진 아프가니스탄인들 북부에서 다시 탈환 전투가 시작되었다니 그곳으로 가서 총알받이가 되든 피 터지게 싸워서 탈레반을 다 총살하고 다시 탈환하든 아프가니스탄으로 돌려보내야 합니다,6
273,개념 없는 이슬람 애들 반대한다 팬티만 입고 해수욕장 활보하고 다니고 마스크도 안 쓰고 쓰라고 하니까 무시하고 가버리고 미국이 그동안 케어해줬음 자립할 생각들도 안 하고 밥상 차려 준거만 받아쳐먹을라고 하니 이 꼴이 난 거다,4
274,한국에 아프간 난민 수용 절대 반대한다 한국에 불법체류자 등 포함해서 아프간 난민 수천 명이 더 들어오면 정말 우리 사회는 치안 불안 경제 불안 등 혼란에 빠진다 난민을 위해 수백수천 수조원의 예산이 들고 그들의 집 건강보험 교육 등 끝이 없는 막대한 국민 혈세가 투입되어야 한다 우리 국민들의 세금 부담이 수백 수천만 원까지 늘어날 수 있다 아프간인들이 늘어나면 전국에 사원이 설치되고 우리 국민들과 종교적 갈등 등 사회갈등이 발생한다 최근 대구에서 이슬람 사원 설치를 두고 대구 시민들이 설치 반대 시위까지 벌이고 있다 난민 수용 절대 반대,15
275,배우 정우성이 반길 듯,2
276,이슬람 아프간 난민 천명 수용하면 십 년 후에는 수만 명의 아프간 종족이 퍼져나간다 전국에 이슬람 사원 생기고 우리 국민들과 갈등은 뻔하다 수만 명의 아프간 종족 우리나라가 탈레반의 표적이 된다 911테러를 잊었나요 아프간 난민 수용하면 모두 사회보장해줘야 하는데 교육 주거 건강보험 등 수백 수천 수조원의 국민 혈세가 들어간다 국민들의 세 부담이 수백만 원으로 늘어난다 코로나 때문에 안 그래도 먹고살기 힘든데 아프간 난민을 수용하면 경제는 폭만 후진국으로 전락되고 경제 사회 치안 등 모두 불안해진다 아프간 난민 반대한다,9
277,안타깝지만 우리도 여력이 없는데 어떡하겠음 아프간이랑 인연이 있는 것도 아니고 굳이라는 생각은 든다,2
278,한국은 땅은 좁은데 인구 밀집도 높아서 테러 한번 나면 끝장임 우리는 북한 난민 상시 대기 중이라 그만 받아도 된다고 해,13
279,중국을 민주화 시킬 수 있다고 믿었던 키신 져 같은 놈이 국내에도 있네요 꼴에 교수랍시고 썰은 무슬림은 안 변합니다 광신도는 이성도 상식도 없습니다 자영업자 교회로도 걱정인데 광신도 무슬림은 안 됩니다 우리가 도움받은 걸 갚을 거면 다른 걸로 해도 됩니다 후세에 종교 갈등판으로 나라가 시끄러워질 겁니다 ,4
